fdate,number of customers without power,county,state,fips
2024-02-04 13:00:00,0,Imperial County,CA,06025
2024-02-04 14:00:00,0,Imperial County,CA,06025
2024-02-04 15:00:00,0,Imperial County,CA,06025
2024-02-04 16:00:00,0,Imperial County,CA,06025
2024-02-04 17:00:00,0,Imperial County,CA,06025
2024-02-04 18:00:00,0,Imperial County,CA,06025
2024-02-04 19:00:00,0,Imperial County,CA,06025
2024-02-04 20:00:00,0,Imperial County,CA,06025
2024-02-04 21:00:00,0,Imperial County,CA,06025
2024-02-04 22:00:00,0,Imperial County,CA,06025
2024-02-04 23:00:00,0,Imperial County,CA,06025
2024-02-05 00:00:00,0,Imperial County,CA,06025
2024-02-05 01:00:00,0,Imperial County,CA,06025
2024-02-05 02:00:00,0,Imperial County,CA,06025
2024-02-05 03:00:00,0,Imperial County,CA,06025
2024-02-05 04:00:00,0,Imperial County,CA,06025
2024-02-05 05:00:00,0,Imperial County,CA,06025
2024-02-05 06:00:00,0,Imperial County,CA,06025
2024-02-05 07:00:00,0,Imperial County,CA,06025
2024-02-05 08:00:00,0,Imperial County,CA,06025
2024-02-05 09:00:00,0,Imperial County,CA,06025
2024-02-05 10:00:00,0,Imperial County,CA,06025
2024-02-05 11:00:00,0,Imperial County,CA,06025
2024-02-05 12:00:00,0,Imperial County,CA,06025
2024-02-05 13:00:00,0,Imperial County,CA,06025
2024-02-05 14:00:00,0,Imperial County,CA,06025
2024-02-05 15:00:00,0,Imperial County,CA,06025
2024-02-05 16:00:00,0,Imperial County,CA,06025
2024-02-05 17:00:00,0,Imperial County,CA,06025
2024-02-05 18:00:00,0,Imperial County,CA,06025
2024-02-05 19:00:00,0,Imperial County,CA,06025
2024-02-05 20:00:00,0,Imperial County,CA,06025
2024-02-05 21:00:00,0,Imperial County,CA,06025
2024-02-05 22:00:00,0,Imperial County,CA,06025
2024-02-05 23:00:00,0,Imperial County,CA,06025
2024-02-06 00:00:00,0,Imperial County,CA,06025
2024-02-06 01:00:00,0,Imperial County,CA,06025
2024-02-06 02:00:00,0,Imperial County,CA,06025
2024-02-06 03:00:00,0,Imperial County,CA,06025
2024-02-06 04:00:00,0,Imperial County,CA,06025
2024-02-06 05:00:00,0,Imperial County,CA,06025
2024-02-06 06:00:00,0,Imperial County,CA,06025
2024-02-06 07:00:00,0,Imperial County,CA,06025
2024-02-06 08:00:00,0,Imperial County,CA,06025
2024-02-06 09:00:00,0,Imperial County,CA,06025
2024-02-03 00:00:00,0,Inyo County,CA,06027
2024-02-03 01:00:00,0,Inyo County,CA,06027
2024-02-03 02:00:00,0,Inyo County,CA,06027
2024-02-03 03:00:00,0,Inyo County,CA,06027
2024-02-03 04:00:00,0,Inyo County,CA,06027
2024-02-03 05:00:00,0,Inyo County,CA,06027
2024-02-03 06:00:00,0,Inyo County,CA,06027
2024-02-03 07:00:00,0,Inyo County,CA,06027
2024-02-03 08:00:00,0,Inyo County,CA,06027
2024-02-03 09:00:00,0,Inyo County,CA,06027
2024-02-03 10:00:00,0,Inyo County,CA,06027
2024-02-03 11:00:00,0,Inyo County,CA,06027
2024-02-03 12:00:00,0,Inyo County,CA,06027
2024-02-03 13:00:00,0,Inyo County,CA,06027
2024-02-03 14:00:00,0,Inyo County,CA,06027
2024-02-03 15:00:00,0,Inyo County,CA,06027
2024-02-03 16:00:00,0,Inyo County,CA,06027
2024-02-03 17:00:00,0,Inyo County,CA,06027
2024-02-03 18:00:00,0,Inyo County,CA,06027
2024-02-03 19:00:00,0,Inyo County,CA,06027
2024-02-03 20:00:00,0,Inyo County,CA,06027
2024-02-03 21:00:00,0,Inyo County,CA,06027
2024-02-03 22:00:00,0,Inyo County,CA,06027
2024-02-03 23:00:00,0,Inyo County,CA,06027
2024-02-04 00:00:00,0,Inyo County,CA,06027
2024-02-04 01:00:00,0,Inyo County,CA,06027
2024-02-04 02:00:00,0,Inyo County,CA,06027
2024-02-04 03:00:00,0,Inyo County,CA,06027
2024-02-04 04:00:00,0,Inyo County,CA,06027
2024-02-04 05:00:00,0,Inyo County,CA,06027
2024-02-04 06:00:00,0,Inyo County,CA,06027
2024-02-04 07:00:00,0,Inyo County,CA,06027
2024-02-04 08:00:00,0,Inyo County,CA,06027
2024-02-04 09:00:00,0,Inyo County,CA,06027
2024-02-04 10:00:00,0,Inyo County,CA,06027
2024-02-04 11:00:00,0,Inyo County,CA,06027
2024-02-04 12:00:00,0,Inyo County,CA,06027
2024-02-04 13:00:00,0,Inyo County,CA,06027
2024-02-04 14:00:00,0,Inyo County,CA,06027
2024-02-04 15:00:00,0,Inyo County,CA,06027
2024-02-04 16:00:00,0,Inyo County,CA,06027
2024-02-04 17:00:00,0,Inyo County,CA,06027
2024-02-04 18:00:00,0,Inyo County,CA,06027
2024-02-04 19:00:00,0,Inyo County,CA,06027
2024-02-04 20:00:00,0,Inyo County,CA,06027
2024-02-04 21:00:00,0,Inyo County,CA,06027
2024-02-04 22:00:00,0,Inyo County,CA,06027
2024-02-04 23:00:00,0,Inyo County,CA,06027
2024-02-05 00:00:00,0,Inyo County,CA,06027
2024-02-05 01:00:00,0,Inyo County,CA,06027
2024-02-05 02:00:00,0,Inyo County,CA,06027
2024-02-05 03:00:00,0,Inyo County,CA,06027
2024-02-05 04:00:00,0,Inyo County,CA,06027
2024-02-05 05:00:00,0,Inyo County,CA,06027
2024-02-05 06:00:00,0,Inyo County,CA,06027
2024-02-05 07:00:00,0,Inyo County,CA,06027
2024-02-05 08:00:00,0,Inyo County,CA,06027
2024-02-05 09:00:00,0,Inyo County,CA,06027
2024-02-05 10:00:00,0,Inyo County,CA,06027
2024-02-05 11:00:00,0,Inyo County,CA,06027
2024-02-05 12:00:00,0,Inyo County,CA,06027
2024-02-05 13:00:00,0,Inyo County,CA,06027
2024-02-05 14:00:00,0,Inyo County,CA,06027
2024-02-05 15:00:00,0,Inyo County,CA,06027
2024-02-05 16:00:00,7,Inyo County,CA,06027
2024-02-05 17:00:00,7,Inyo County,CA,06027
2024-02-05 18:00:00,7,Inyo County,CA,06027
2024-02-05 19:00:00,7,Inyo County,CA,06027
2024-02-05 20:00:00,7,Inyo County,CA,06027
2024-02-05 21:00:00,7,Inyo County,CA,06027
2024-02-05 22:00:00,7,Inyo County,CA,06027
2024-02-05 23:00:00,7,Inyo County,CA,06027
2024-02-06 00:00:00,7,Inyo County,CA,06027
2024-02-06 01:00:00,7,Inyo County,CA,06027
2024-02-06 02:00:00,7,Inyo County,CA,06027
2024-02-06 03:00:00,7,Inyo County,CA,06027
2024-02-06 04:00:00,7,Inyo County,CA,06027
2024-02-06 05:00:00,7,Inyo County,CA,06027
2024-02-06 06:00:00,7,Inyo County,CA,06027
2024-02-06 07:00:00,7,Inyo County,CA,06027
2024-02-06 08:00:00,7,Inyo County,CA,06027
2024-02-06 09:00:00,7,Inyo County,CA,06027
2024-02-03 00:00:00,78,Kern County,CA,06029
2024-02-03 01:00:00,76,Kern County,CA,06029
2024-02-03 02:00:00,5,Kern County,CA,06029
2024-02-03 03:00:00,5,Kern County,CA,06029
2024-02-03 04:00:00,5,Kern County,CA,06029
2024-02-03 05:00:00,958,Kern County,CA,06029
2024-02-03 06:00:00,957,Kern County,CA,06029
2024-02-03 07:00:00,257,Kern County,CA,06029
2024-02-03 08:00:00,170,Kern County,CA,06029
2024-02-03 09:00:00,170,Kern County,CA,06029
2024-02-03 10:00:00,200,Kern County,CA,06029
2024-02-03 11:00:00,214,Kern County,CA,06029
2024-02-03 12:00:00,214,Kern County,CA,06029
2024-02-03 13:00:00,214,Kern County,CA,06029
2024-02-03 14:00:00,184,Kern County,CA,06029
2024-02-03 15:00:00,178,Kern County,CA,06029
2024-02-03 16:00:00,171,Kern County,CA,06029
2024-02-03 17:00:00,177,Kern County,CA,06029
2024-02-03 18:00:00,228,Kern County,CA,06029
2024-02-03 19:00:00,309,Kern County,CA,06029
2024-02-03 20:00:00,66,Kern County,CA,06029
2024-02-03 21:00:00,8,Kern County,CA,06029
2024-02-03 22:00:00,8,Kern County,CA,06029
2024-02-03 23:00:00,8,Kern County,CA,06029
2024-02-04 00:00:00,58,Kern County,CA,06029
2024-02-04 01:00:00,58,Kern County,CA,06029
2024-02-04 02:00:00,58,Kern County,CA,06029
2024-02-04 03:00:00,58,Kern County,CA,06029
2024-02-04 04:00:00,58,Kern County,CA,06029
2024-02-04 05:00:00,58,Kern County,CA,06029
2024-02-04 06:00:00,92,Kern County,CA,06029
2024-02-04 07:00:00,64,Kern County,CA,06029
2024-02-04 08:00:00,91,Kern County,CA,06029
2024-02-04 09:00:00,91,Kern County,CA,06029
2024-02-04 10:00:00,91,Kern County,CA,06029
2024-02-04 11:00:00,136,Kern County,CA,06029
2024-02-04 12:00:00,1518,Kern County,CA,06029
2024-02-04 13:00:00,4441,Kern County,CA,06029
2024-02-04 14:00:00,8174,Kern County,CA,06029
2024-02-04 15:00:00,11976,Kern County,CA,06029
2024-02-04 16:00:00,10654,Kern County,CA,06029
2024-02-04 17:00:00,19265,Kern County,CA,06029
2024-02-04 18:00:00,17622,Kern County,CA,06029
2024-02-04 19:00:00,15527,Kern County,CA,06029
2024-02-04 20:00:00,15936,Kern County,CA,06029
2024-02-04 21:00:00,10195,Kern County,CA,06029
2024-02-04 22:00:00,10521,Kern County,CA,06029
2024-02-04 23:00:00,10912,Kern County,CA,06029
2024-02-05 00:00:00,9308,Kern County,CA,06029
2024-02-05 01:00:00,6557,Kern County,CA,06029
2024-02-05 02:00:00,5865,Kern County,CA,06029
2024-02-05 03:00:00,3499,Kern County,CA,06029
2024-02-05 04:00:00,3384,Kern County,CA,06029
2024-02-05 05:00:00,3384,Kern County,CA,06029
2024-02-05 06:00:00,3005,Kern County,CA,06029
2024-02-05 07:00:00,1964,Kern County,CA,06029
2024-02-05 08:00:00,1947,Kern County,CA,06029
2024-02-05 09:00:00,1861,Kern County,CA,06029
2024-02-05 10:00:00,1854,Kern County,CA,06029
2024-02-05 11:00:00,1835,Kern County,CA,06029
2024-02-05 12:00:00,1714,Kern County,CA,06029
2024-02-05 13:00:00,1492,Kern County,CA,06029
2024-02-05 14:00:00,1469,Kern County,CA,06029
2024-02-05 15:00:00,1265,Kern County,CA,06029
2024-02-05 16:00:00,1279,Kern County,CA,06029
2024-02-05 17:00:00,1024,Kern County,CA,06029
2024-02-05 18:00:00,896,Kern County,CA,06029
2024-02-05 19:00:00,883,Kern County,CA,06029
2024-02-05 20:00:00,859,Kern County,CA,06029
2024-02-05 21:00:00,799,Kern County,CA,06029
2024-02-05 22:00:00,844,Kern County,CA,06029
2024-02-05 23:00:00,753,Kern County,CA,06029
2024-02-06 00:00:00,573,Kern County,CA,06029
2024-02-06 01:00:00,2236,Kern County,CA,06029
2024-02-06 02:00:00,3408,Kern County,CA,06029
2024-02-06 03:00:00,2141,Kern County,CA,06029
2024-02-06 04:00:00,2244,Kern County,CA,06029
2024-02-06 05:00:00,863,Kern County,CA,06029
2024-02-06 06:00:00,832,Kern County,CA,06029
2024-02-06 07:00:00,804,Kern County,CA,06029
2024-02-06 08:00:00,802,Kern County,CA,06029
2024-02-06 09:00:00,802,Kern County,CA,06029
2024-02-03 00:00:00,136,Kings County,CA,06031
2024-02-03 01:00:00,136,Kings County,CA,06031
2024-02-03 02:00:00,136,Kings County,CA,06031
2024-02-03 03:00:00,136,Kings County,CA,06031
2024-02-03 04:00:00,13,Kings County,CA,06031
2024-02-03 05:00:00,15,Kings County,CA,06031
2024-02-03 06:00:00,15,Kings County,CA,06031
2024-02-03 07:00:00,15,Kings County,CA,06031
2024-02-03 08:00:00,15,Kings County,CA,06031
2024-02-03 09:00:00,13,Kings County,CA,06031
2024-02-03 10:00:00,13,Kings County,CA,06031
2024-02-03 11:00:00,13,Kings County,CA,06031
2024-02-03 12:00:00,13,Kings County,CA,06031
2024-02-03 13:00:00,13,Kings County,CA,06031
2024-02-03 14:00:00,13,Kings County,CA,06031
2024-02-03 15:00:00,13,Kings County,CA,06031
2024-02-03 16:00:00,18,Kings County,CA,06031
2024-02-03 17:00:00,18,Kings County,CA,06031
2024-02-03 18:00:00,19,Kings County,CA,06031
2024-02-03 19:00:00,19,Kings County,CA,06031
2024-02-03 20:00:00,1,Kings County,CA,06031
2024-02-03 21:00:00,1,Kings County,CA,06031
2024-02-03 22:00:00,1,Kings County,CA,06031
2024-02-03 23:00:00,1,Kings County,CA,06031
2024-02-04 00:00:00,1,Kings County,CA,06031
2024-02-04 01:00:00,1,Kings County,CA,06031
2024-02-04 02:00:00,1,Kings County,CA,06031
2024-02-04 03:00:00,1,Kings County,CA,06031
2024-02-04 04:00:00,1,Kings County,CA,06031
2024-02-04 05:00:00,0,Kings County,CA,06031
2024-02-04 06:00:00,0,Kings County,CA,06031
2024-02-04 07:00:00,0,Kings County,CA,06031
2024-02-04 08:00:00,0,Kings County,CA,06031
2024-02-04 09:00:00,0,Kings County,CA,06031
2024-02-04 10:00:00,0,Kings County,CA,06031
2024-02-04 11:00:00,0,Kings County,CA,06031
2024-02-04 12:00:00,0,Kings County,CA,06031
2024-02-04 13:00:00,0,Kings County,CA,06031
2024-02-04 14:00:00,485,Kings County,CA,06031
2024-02-04 15:00:00,861,Kings County,CA,06031
2024-02-04 16:00:00,376,Kings County,CA,06031
2024-02-04 17:00:00,25,Kings County,CA,06031
2024-02-04 18:00:00,545,Kings County,CA,06031
2024-02-04 19:00:00,40,Kings County,CA,06031
2024-02-04 20:00:00,42,Kings County,CA,06031
2024-02-04 21:00:00,42,Kings County,CA,06031
2024-02-04 22:00:00,19,Kings County,CA,06031
2024-02-04 23:00:00,19,Kings County,CA,06031
2024-02-05 00:00:00,19,Kings County,CA,06031
2024-02-05 01:00:00,19,Kings County,CA,06031
2024-02-05 02:00:00,19,Kings County,CA,06031
2024-02-05 03:00:00,19,Kings County,CA,06031
2024-02-05 04:00:00,16,Kings County,CA,06031
2024-02-05 05:00:00,16,Kings County,CA,06031
2024-02-05 06:00:00,16,Kings County,CA,06031
2024-02-05 07:00:00,16,Kings County,CA,06031
2024-02-05 08:00:00,16,Kings County,CA,06031
2024-02-05 09:00:00,16,Kings County,CA,06031
2024-02-05 10:00:00,16,Kings County,CA,06031
2024-02-05 11:00:00,16,Kings County,CA,06031
2024-02-05 12:00:00,16,Kings County,CA,06031
2024-02-05 13:00:00,15,Kings County,CA,06031
2024-02-05 14:00:00,14,Kings County,CA,06031
2024-02-05 15:00:00,14,Kings County,CA,06031
2024-02-05 16:00:00,14,Kings County,CA,06031
2024-02-05 17:00:00,2,Kings County,CA,06031
2024-02-05 18:00:00,2,Kings County,CA,06031
2024-02-05 19:00:00,0,Kings County,CA,06031
2024-02-05 20:00:00,0,Kings County,CA,06031
2024-02-05 21:00:00,0,Kings County,CA,06031
2024-02-05 22:00:00,0,Kings County,CA,06031
2024-02-05 23:00:00,0,Kings County,CA,06031
2024-02-06 00:00:00,0,Kings County,CA,06031
2024-02-06 01:00:00,0,Kings County,CA,06031
2024-02-06 02:00:00,0,Kings County,CA,06031
2024-02-06 03:00:00,0,Kings County,CA,06031
2024-02-06 04:00:00,0,Kings County,CA,06031
2024-02-06 05:00:00,0,Kings County,CA,06031
2024-02-06 06:00:00,0,Kings County,CA,06031
2024-02-06 07:00:00,0,Kings County,CA,06031
2024-02-06 08:00:00,0,Kings County,CA,06031
2024-02-06 09:00:00,0,Kings County,CA,06031
2024-02-03 00:00:00,70,Lake County,CA,06033
2024-02-03 01:00:00,0,Lake County,CA,06033
2024-02-03 02:00:00,0,Lake County,CA,06033
2024-02-03 03:00:00,0,Lake County,CA,06033
2024-02-03 04:00:00,0,Lake County,CA,06033
2024-02-03 05:00:00,0,Lake County,CA,06033
2024-02-03 06:00:00,0,Lake County,CA,06033
2024-02-03 07:00:00,0,Lake County,CA,06033
2024-02-03 08:00:00,0,Lake County,CA,06033
2024-02-03 09:00:00,0,Lake County,CA,06033
2024-02-03 10:00:00,1,Lake County,CA,06033
2024-02-03 11:00:00,3,Lake County,CA,06033
2024-02-03 12:00:00,2,Lake County,CA,06033
2024-02-03 13:00:00,2,Lake County,CA,06033
2024-02-03 14:00:00,1,Lake County,CA,06033
2024-02-03 15:00:00,0,Lake County,CA,06033
2024-02-03 16:00:00,0,Lake County,CA,06033
2024-02-03 17:00:00,0,Lake County,CA,06033
2024-02-03 18:00:00,0,Lake County,CA,06033
2024-02-03 19:00:00,0,Lake County,CA,06033
2024-02-03 20:00:00,0,Lake County,CA,06033
2024-02-03 21:00:00,0,Lake County,CA,06033
2024-02-03 22:00:00,0,Lake County,CA,06033
2024-02-03 23:00:00,0,Lake County,CA,06033
2024-02-04 00:00:00,0,Lake County,CA,06033
2024-02-04 01:00:00,0,Lake County,CA,06033
2024-02-04 02:00:00,0,Lake County,CA,06033
2024-02-04 03:00:00,0,Lake County,CA,06033
2024-02-04 04:00:00,0,Lake County,CA,06033
2024-02-04 05:00:00,0,Lake County,CA,06033
2024-02-04 06:00:00,0,Lake County,CA,06033
2024-02-04 07:00:00,142,Lake County,CA,06033
2024-02-04 08:00:00,1216,Lake County,CA,06033
2024-02-04 09:00:00,1216,Lake County,CA,06033
2024-02-04 10:00:00,1741,Lake County,CA,06033
2024-02-04 11:00:00,2526,Lake County,CA,06033
2024-02-04 12:00:00,2897,Lake County,CA,06033
2024-02-04 13:00:00,2019,Lake County,CA,06033
2024-02-04 14:00:00,2506,Lake County,CA,06033
2024-02-04 15:00:00,2626,Lake County,CA,06033
2024-02-04 16:00:00,2877,Lake County,CA,06033
2024-02-04 17:00:00,2960,Lake County,CA,06033
2024-02-04 18:00:00,2749,Lake County,CA,06033
2024-02-04 19:00:00,2734,Lake County,CA,06033
2024-02-04 20:00:00,3354,Lake County,CA,06033
2024-02-04 21:00:00,3390,Lake County,CA,06033
2024-02-04 22:00:00,2331,Lake County,CA,06033
2024-02-04 23:00:00,2331,Lake County,CA,06033
2024-02-05 00:00:00,2330,Lake County,CA,06033
2024-02-05 01:00:00,2711,Lake County,CA,06033
2024-02-05 02:00:00,2790,Lake County,CA,06033
2024-02-05 03:00:00,3679,Lake County,CA,06033
2024-02-05 04:00:00,4215,Lake County,CA,06033
2024-02-05 05:00:00,4230,Lake County,CA,06033
2024-02-05 06:00:00,4238,Lake County,CA,06033
2024-02-05 07:00:00,4523,Lake County,CA,06033
2024-02-05 08:00:00,4550,Lake County,CA,06033
2024-02-05 09:00:00,4550,Lake County,CA,06033
2024-02-05 10:00:00,4550,Lake County,CA,06033
2024-02-05 11:00:00,4625,Lake County,CA,06033
2024-02-05 12:00:00,4757,Lake County,CA,06033
2024-02-05 13:00:00,4581,Lake County,CA,06033
2024-02-05 14:00:00,4349,Lake County,CA,06033
2024-02-05 15:00:00,4212,Lake County,CA,06033
2024-02-05 16:00:00,3829,Lake County,CA,06033
2024-02-05 17:00:00,3460,Lake County,CA,06033
2024-02-05 18:00:00,3763,Lake County,CA,06033
2024-02-05 19:00:00,2698,Lake County,CA,06033
2024-02-05 20:00:00,2526,Lake County,CA,06033
2024-02-05 21:00:00,2388,Lake County,CA,06033
2024-02-05 22:00:00,2875,Lake County,CA,06033
2024-02-05 23:00:00,2595,Lake County,CA,06033
2024-02-06 00:00:00,2104,Lake County,CA,06033
2024-02-06 01:00:00,2123,Lake County,CA,06033
2024-02-06 02:00:00,2133,Lake County,CA,06033
2024-02-06 03:00:00,2133,Lake County,CA,06033
2024-02-06 04:00:00,2133,Lake County,CA,06033
2024-02-06 05:00:00,2216,Lake County,CA,06033
2024-02-06 06:00:00,2216,Lake County,CA,06033
2024-02-06 07:00:00,2216,Lake County,CA,06033
2024-02-06 08:00:00,2406,Lake County,CA,06033
2024-02-06 09:00:00,2406,Lake County,CA,06033
2024-02-03 00:00:00,0,Lassen County,CA,06035
2024-02-03 01:00:00,0,Lassen County,CA,06035
2024-02-03 02:00:00,0,Lassen County,CA,06035
2024-02-03 03:00:00,0,Lassen County,CA,06035
2024-02-03 04:00:00,0,Lassen County,CA,06035
2024-02-03 05:00:00,0,Lassen County,CA,06035
2024-02-03 06:00:00,0,Lassen County,CA,06035
2024-02-03 07:00:00,0,Lassen County,CA,06035
2024-02-03 08:00:00,0,Lassen County,CA,06035
2024-02-03 09:00:00,0,Lassen County,CA,06035
2024-02-03 10:00:00,0,Lassen County,CA,06035
2024-02-03 11:00:00,1,Lassen County,CA,06035
2024-02-03 12:00:00,1,Lassen County,CA,06035
2024-02-03 13:00:00,0,Lassen County,CA,06035
2024-02-03 14:00:00,0,Lassen County,CA,06035
2024-02-03 15:00:00,0,Lassen County,CA,06035
2024-02-03 16:00:00,0,Lassen County,CA,06035
2024-02-03 17:00:00,0,Lassen County,CA,06035
2024-02-03 18:00:00,0,Lassen County,CA,06035
2024-02-03 19:00:00,0,Lassen County,CA,06035
2024-02-03 20:00:00,0,Lassen County,CA,06035
2024-02-03 21:00:00,0,Lassen County,CA,06035
2024-02-03 22:00:00,0,Lassen County,CA,06035
2024-02-03 23:00:00,0,Lassen County,CA,06035
2024-02-04 00:00:00,0,Lassen County,CA,06035
2024-02-04 01:00:00,0,Lassen County,CA,06035
2024-02-04 02:00:00,0,Lassen County,CA,06035
2024-02-04 03:00:00,0,Lassen County,CA,06035
2024-02-04 04:00:00,0,Lassen County,CA,06035
2024-02-04 05:00:00,0,Lassen County,CA,06035
2024-02-04 06:00:00,0,Lassen County,CA,06035
2024-02-04 07:00:00,0,Lassen County,CA,06035
2024-02-04 08:00:00,0,Lassen County,CA,06035
2024-02-04 09:00:00,0,Lassen County,CA,06035
2024-02-04 10:00:00,0,Lassen County,CA,06035
2024-02-04 11:00:00,0,Lassen County,CA,06035
2024-02-04 12:00:00,0,Lassen County,CA,06035
2024-02-04 13:00:00,0,Lassen County,CA,06035
2024-02-04 14:00:00,0,Lassen County,CA,06035
2024-02-04 15:00:00,0,Lassen County,CA,06035
2024-02-04 16:00:00,0,Lassen County,CA,06035
2024-02-04 17:00:00,0,Lassen County,CA,06035
2024-02-04 18:00:00,0,Lassen County,CA,06035
2024-02-04 19:00:00,1,Lassen County,CA,06035
2024-02-04 20:00:00,1,Lassen County,CA,06035
2024-02-04 21:00:00,0,Lassen County,CA,06035
2024-02-04 22:00:00,0,Lassen County,CA,06035
2024-02-04 23:00:00,0,Lassen County,CA,06035
2024-02-05 00:00:00,0,Lassen County,CA,06035
2024-02-05 01:00:00,0,Lassen County,CA,06035
2024-02-05 02:00:00,1,Lassen County,CA,06035
2024-02-05 03:00:00,2,Lassen County,CA,06035
2024-02-05 04:00:00,2,Lassen County,CA,06035
2024-02-05 05:00:00,0,Lassen County,CA,06035
2024-02-05 06:00:00,0,Lassen County,CA,06035
2024-02-05 07:00:00,0,Lassen County,CA,06035
2024-02-05 08:00:00,0,Lassen County,CA,06035
2024-02-05 09:00:00,0,Lassen County,CA,06035
2024-02-05 10:00:00,0,Lassen County,CA,06035
2024-02-05 11:00:00,0,Lassen County,CA,06035
2024-02-05 12:00:00,1,Lassen County,CA,06035
2024-02-05 13:00:00,1,Lassen County,CA,06035
2024-02-05 14:00:00,1,Lassen County,CA,06035
2024-02-05 15:00:00,8,Lassen County,CA,06035
2024-02-05 16:00:00,0,Lassen County,CA,06035
2024-02-05 17:00:00,0,Lassen County,CA,06035
2024-02-05 18:00:00,0,Lassen County,CA,06035
2024-02-05 19:00:00,0,Lassen County,CA,06035
2024-02-05 20:00:00,0,Lassen County,CA,06035
2024-02-05 21:00:00,0,Lassen County,CA,06035
2024-02-05 22:00:00,0,Lassen County,CA,06035
2024-02-05 23:00:00,0,Lassen County,CA,06035
2024-02-06 00:00:00,0,Lassen County,CA,06035
2024-02-06 01:00:00,0,Lassen County,CA,06035
2024-02-06 02:00:00,0,Lassen County,CA,06035
2024-02-06 03:00:00,0,Lassen County,CA,06035
2024-02-06 04:00:00,0,Lassen County,CA,06035
2024-02-06 05:00:00,0,Lassen County,CA,06035
2024-02-06 06:00:00,0,Lassen County,CA,06035
2024-02-06 07:00:00,0,Lassen County,CA,06035
2024-02-06 08:00:00,0,Lassen County,CA,06035
2024-02-06 09:00:00,0,Lassen County,CA,06035
2024-02-03 00:00:00,1052,Los Angeles County,CA,06037
2024-02-03 01:00:00,1038,Los Angeles County,CA,06037
2024-02-03 02:00:00,938,Los Angeles County,CA,06037
2024-02-03 03:00:00,564,Los Angeles County,CA,06037
2024-02-03 04:00:00,590,Los Angeles County,CA,06037
2024-02-03 05:00:00,940,Los Angeles County,CA,06037
2024-02-03 06:00:00,1345,Los Angeles County,CA,06037
2024-02-03 07:00:00,16574,Los Angeles County,CA,06037
2024-02-03 08:00:00,4669,Los Angeles County,CA,06037
2024-02-03 09:00:00,1867,Los Angeles County,CA,06037
2024-02-03 10:00:00,1361,Los Angeles County,CA,06037
2024-02-03 11:00:00,1714,Los Angeles County,CA,06037
2024-02-03 12:00:00,2472,Los Angeles County,CA,06037
2024-02-03 13:00:00,2613,Los Angeles County,CA,06037
2024-02-03 14:00:00,2268,Los Angeles County,CA,06037
2024-02-03 15:00:00,2031,Los Angeles County,CA,06037
2024-02-03 16:00:00,1571,Los Angeles County,CA,06037
2024-02-03 17:00:00,1558,Los Angeles County,CA,06037
2024-02-03 18:00:00,1430,Los Angeles County,CA,06037
2024-02-03 19:00:00,1188,Los Angeles County,CA,06037
2024-02-03 20:00:00,901,Los Angeles County,CA,06037
2024-02-03 21:00:00,947,Los Angeles County,CA,06037
2024-02-03 22:00:00,243,Los Angeles County,CA,06037
2024-02-03 23:00:00,228,Los Angeles County,CA,06037
2024-02-04 00:00:00,776,Los Angeles County,CA,06037
2024-02-04 01:00:00,3261,Los Angeles County,CA,06037
2024-02-04 02:00:00,4305,Los Angeles County,CA,06037
2024-02-04 03:00:00,4321,Los Angeles County,CA,06037
2024-02-04 04:00:00,758,Los Angeles County,CA,06037
2024-02-04 05:00:00,774,Los Angeles County,CA,06037
2024-02-04 06:00:00,220,Los Angeles County,CA,06037
2024-02-04 07:00:00,190,Los Angeles County,CA,06037
2024-02-04 08:00:00,190,Los Angeles County,CA,06037
2024-02-04 09:00:00,179,Los Angeles County,CA,06037
2024-02-04 10:00:00,163,Los Angeles County,CA,06037
2024-02-04 11:00:00,239,Los Angeles County,CA,06037
2024-02-04 12:00:00,296,Los Angeles County,CA,06037
2024-02-04 13:00:00,396,Los Angeles County,CA,06037
2024-02-04 14:00:00,333,Los Angeles County,CA,06037
2024-02-04 15:00:00,2900,Los Angeles County,CA,06037
2024-02-04 16:00:00,2925,Los Angeles County,CA,06037
2024-02-04 17:00:00,663,Los Angeles County,CA,06037
2024-02-04 18:00:00,5840,Los Angeles County,CA,06037
2024-02-04 19:00:00,6076,Los Angeles County,CA,06037
2024-02-04 20:00:00,10063,Los Angeles County,CA,06037
2024-02-04 21:00:00,11729,Los Angeles County,CA,06037
2024-02-04 22:00:00,10329,Los Angeles County,CA,06037
2024-02-04 23:00:00,15740,Los Angeles County,CA,06037
2024-02-05 00:00:00,20053,Los Angeles County,CA,06037
2024-02-05 01:00:00,18262,Los Angeles County,CA,06037
2024-02-05 02:00:00,16860,Los Angeles County,CA,06037
2024-02-05 03:00:00,19073,Los Angeles County,CA,06037
2024-02-05 04:00:00,18948,Los Angeles County,CA,06037
2024-02-05 05:00:00,15599,Los Angeles County,CA,06037
2024-02-05 06:00:00,16149,Los Angeles County,CA,06037
2024-02-05 07:00:00,10299,Los Angeles County,CA,06037
2024-02-05 08:00:00,7991,Los Angeles County,CA,06037
2024-02-05 09:00:00,7531,Los Angeles County,CA,06037
2024-02-05 10:00:00,7504,Los Angeles County,CA,06037
2024-02-05 11:00:00,9044,Los Angeles County,CA,06037
2024-02-05 12:00:00,13922,Los Angeles County,CA,06037
2024-02-05 13:00:00,11994,Los Angeles County,CA,06037
